TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-09-18,2026-09-18,FO,NSE,IDO,76388,,BANKNIFTY,,2027-03-30,2027-03-30,49500.00,CE,BANKNIFTY27MAR49500CE,0.00,0.00,0.00,6266.75,0.00,6266.75,56358.70,8953.88,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62291,,BANKNIFTY,,2026-11-23,2026-11-23,59500.00,CE,BANKNIFTY26NOV59500CE,286.05,292.95,274.00,290.00,290.00,282.85,56358.70,932.02,1350,450,15,26902863.00,9,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62267,,BANKNIFTY,,2026-11-23,2026-11-23,58600.00,CE,BANKNIFTY26NOV58600CE,0.00,0.00,0.00,2196.40,0.00,2196.40,56358.70,1218.33,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62075,,BANKNIFTY,,2026-11-23,2026-11-23,51900.00,CE,BANKNIFTY26NOV51900CE,0.00,0.00,0.00,6707.25,0.00,6707.25,56358.70,5343.23,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62270,,BANKNIFTY,,2026-11-23,2026-11-23,58700.00,PE,BANKNIFTY26NOV58700PE,0.00,0.00,0.00,2464.70,0.00,2464.70,56358.70,2857.90,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,52284,,BANKNIFTY,,2026-09-29,2026-09-29,52500.00,CE,BANKNIFTY26SEP52500CE,0.00,0.00,0.00,5000.00,5000.00,5000.00,56358.70,3963.30,360,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDF,61466,,BANKNIFTY,,2026-11-23,2026-11-23,,,BANKNIFTY26NOVFUT,56950.80,57236.20,56884.80,57105.20,57077.80,56915.40,56358.70,57105.20,60990,6990,512,876380784.00,454,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69536,,BANKNIFTY,,2026-09-29,2026-09-29,48500.00,CE,BANKNIFTY26SEP48500CE,0.00,0.00,0.00,9874.25,0.00,9874.25,56358.70,7945.15,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69546,,BANKNIFTY,,2026-09-29,2026-09-29,49000.00,CE,BANKNIFTY26SEP49000CE,0.00,0.00,0.00,7600.00,7600.00,7600.00,56358.70,7446.05,2040,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62175,,BANKNIFTY,,2026-11-23,2026-11-23,55700.00,PE,BANKNIFTY26NOV55700PE,0.00,0.00,0.00,1167.25,0.00,1167.25,56358.70,1280.99,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62173,,BANKNIFTY,,2026-11-23,2026-11-23,55600.00,PE,BANKNIFTY26NOV55600PE,0.00,0.00,0.00,1134.30,0.00,1134.30,56358.70,1241.18,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62140,,BANKNIFTY,,2026-11-23,2026-11-23,54200.00,PE,BANKNIFTY26NOV54200PE,0.00,0.00,0.00,739.55,0.00,739.55,56358.70,768.23,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62096,,BANKNIFTY,,2026-11-23,2026-11-23,52900.00,PE,BANKNIFTY26NOV52900PE,0.00,0.00,0.00,472.10,0.00,472.10,56358.70,460.19,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62092,,BANKNIFTY,,2026-11-23,2026-11-23,52700.00,PE,BANKNIFTY26NOV52700PE,0.00,0.00,0.00,438.50,0.00,438.50,56358.70,422.52,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62064,,BANKNIFTY,,2026-11-23,2026-11-23,51500.00,PE,BANKNIFTY26NOV51500PE,0.00,0.00,0.00,140.00,140.00,140.00,56358.70,243.42,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49667,,BANKNIFTY,,2026-10-27,2026-10-27,63800.00,PE,BANKNIFTY26OCT63800PE,0.00,0.00,0.00,6631.70,0.00,6631.70,56358.70,7063.32,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49648,,BANKNIFTY,,2026-10-27,2026-10-27,63000.00,PE,BANKNIFTY26OCT63000PE,6150.00,6150.00,6150.00,6150.00,6150.00,6404.80,56358.70,6300.12,180,60,2,4149000.00,2,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,70017,,BANKNIFTY,,2026-09-29,2026-09-29,60400.00,CE,BANKNIFTY26SEP60400CE,8.15,8.15,5.55,6.10,5.80,7.95,56358.70,6.10,19800,-120,658,1192421755.50,396,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69845,,BANKNIFTY,,2026-09-29,2026-09-29,58200.00,CE,BANKNIFTY26SEP58200CE,55.00,56.35,39.65,42.50,43.00,51.90,56358.70,42.50,165810,-18000,9635,16836329830.50,4183,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69793,,BANKNIFTY,,2026-09-29,2026-09-29,56100.00,CE,BANKNIFTY26SEP56100CE,700.00,808.30,621.35,721.85,726.40,668.65,56358.70,721.85,85230,-64410,47120,80298703638.00,32388,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69785,,BANKNIFTY,,2026-09-29,2026-09-29,55900.00,CE,BANKNIFTY26SEP55900CE,850.00,944.90,752.00,858.00,857.50,799.65,56358.70,858.00,74400,17760,7947,13524410499.00,6356,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,52297,,BANKNIFTY,,2026-09-29,2026-09-29,55500.00,CE,BANKNIFTY26SEP55500CE,1150.00,1265.00,1040.00,1172.25,1155.00,1071.80,56358.70,1172.25,51270,-2430,3414,5801388874.50,2348,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69704,,BANKNIFTY,,2026-09-29,2026-09-29,54100.00,CE,BANKNIFTY26SEP54100CE,0.00,0.00,0.00,5069.65,0.00,5069.65,56358.70,2450.27,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69694,,BANKNIFTY,,2026-09-29,2026-09-29,53500.00,CE,BANKNIFTY26SEP53500CE,0.00,0.00,0.00,3073.85,3073.85,3073.85,56358.70,2999.96,4620,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69656,,BANKNIFTY,,2026-09-29,2026-09-29,51500.00,CE,BANKNIFTY26SEP51500CE,0.00,0.00,0.00,7157.85,0.00,7157.85,56358.70,4952.48,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69564,,BANKNIFTY,,2026-09-29,2026-09-29,50000.00,CE,BANKNIFTY26SEP50000CE,6350.00,6579.95,6295.00,6492.10,6492.10,6263.70,56358.70,6492.10,103800,60,46,77927997.00,37,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69677,,BANKNIFTY,,2026-09-29,2026-09-29,52600.00,PE,BANKNIFTY26SEP52600PE,22.15,22.15,11.60,13.45,14.25,23.00,56358.70,13.45,8640,-5490,528,833406100.50,323,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69675,,BANKNIFTY,,2026-09-29,2026-09-29,52400.00,PE,BANKNIFTY26SEP52400PE,22.00,22.00,10.50,11.65,11.85,21.35,56358.70,11.65,7560,-10830,599,941867193.00,418,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,70802,,BANKNIFTY,,2027-06-29,2027-06-29,64500.00,CE,BANKNIFTY27JUN64500CE,0.00,0.00,0.00,3584.50,0.00,3584.50,56358.70,2027.71,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,70761,,BANKNIFTY,,2027-06-29,2027-06-29,49500.00,CE,BANKNIFTY27JUN49500CE,0.00,0.00,0.00,11915.80,0.00,11915.80,56358.70,9932.68,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62108,,BANKNIFTY,,2026-11-23,2026-11-23,53400.00,CE,BANKNIFTY26NOV53400CE,0.00,0.00,0.00,5472.05,0.00,5472.05,56358.70,4130.84,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62139,,BANKNIFTY,,2026-11-23,2026-11-23,54200.00,CE,BANKNIFTY26NOV54200CE,0.00,0.00,0.00,4858.95,0.00,4858.95,56358.70,3542.80,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62159,,BANKNIFTY,,2026-11-23,2026-11-23,55200.00,CE,BANKNIFTY26NOV55200CE,0.00,0.00,0.00,4143.20,0.00,4143.20,56358.70,2876.08,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62163,,BANKNIFTY,,2026-11-23,2026-11-23,55400.00,CE,BANKNIFTY26NOV55400CE,0.00,0.00,0.00,4007.55,0.00,4007.55,56358.70,2752.24,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62191,,BANKNIFTY,,2026-11-23,2026-11-23,56400.00,CE,BANKNIFTY26NOV56400CE,0.00,0.00,0.00,1455.90,1455.90,1455.90,56358.70,2182.39,30,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62201,,BANKNIFTY,,2026-11-23,2026-11-23,56700.00,CE,BANKNIFTY26NOV56700CE,1366.25,1405.35,1361.15,1405.35,1405.35,1324.00,56358.70,1405.35,1800,0,9,15679485.00,6,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62285,,BANKNIFTY,,2026-11-23,2026-11-23,59300.00,CE,BANKNIFTY26NOV59300CE,0.00,0.00,0.00,1891.80,0.00,1891.80,56358.70,990.67,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62297,,BANKNIFTY,,2026-11-23,2026-11-23,59800.00,CE,BANKNIFTY26NOV59800CE,0.00,0.00,0.00,1693.70,0.00,1693.70,56358.70,849.14,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62299,,BANKNIFTY,,2026-11-23,2026-11-23,59900.00,CE,BANKNIFTY26NOV59900CE,0.00,0.00,0.00,1656.00,0.00,1656.00,56358.70,822.84,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62523,,BANKNIFTY,,2026-11-23,2026-11-23,63000.00,CE,BANKNIFTY26NOV63000CE,0.00,0.00,0.00,772.60,0.00,772.60,56358.70,280.00,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,53226,,BANKNIFTY,,2026-12-29,2026-12-29,55500.00,CE,BANKNIFTY26DEC55500CE,0.00,0.00,0.00,7987.45,0.00,7987.45,56358.70,3325.67,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,70804,,BANKNIFTY,,2027-06-29,2027-06-29,66000.00,CE,BANKNIFTY27JUN66000CE,0.00,0.00,0.00,3102.40,0.00,3102.40,56358.70,1661.53,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,52273,,BANKNIFTY,,2026-09-29,2026-09-29,48000.00,PE,BANKNIFTY26SEP48000PE,4.20,4.60,2.70,3.60,3.80,4.15,56358.70,3.60,71250,-15000,3122,4495985649.00,843,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69565,,BANKNIFTY,,2026-09-29,2026-09-29,50000.00,PE,BANKNIFTY26SEP50000PE,6.65,7.65,4.90,5.65,5.95,7.45,56358.70,5.65,381900,-2820,5406,8109926674.50,2619,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69653,,BANKNIFTY,,2026-09-29,2026-09-29,51300.00,PE,BANKNIFTY26SEP51300PE,9.90,11.95,7.20,8.45,8.55,10.95,56358.70,8.45,2280,-540,190,292462534.50,103,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69667,,BANKNIFTY,,2026-09-29,2026-09-29,52000.00,PE,BANKNIFTY26SEP52000PE,14.95,14.95,9.55,10.90,11.00,16.65,56358.70,10.90,549450,24360,15259,23809394119.50,7247,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69673,,BANKNIFTY,,2026-09-29,2026-09-29,52300.00,PE,BANKNIFTY26SEP52300PE,19.20,19.20,10.10,10.80,10.85,20.05,56358.70,10.80,4830,-7470,859,1348120830.00,449,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69681,,BANKNIFTY,,2026-09-29,2026-09-29,52800.00,PE,BANKNIFTY26SEP52800PE,21.90,23.05,12.90,14.65,15.15,26.20,56358.70,14.65,13140,-780,1158,1834845934.50,599,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69693,,BANKNIFTY,,2026-09-29,2026-09-29,53400.00,PE,BANKNIFTY26SEP53400PE,40.85,40.85,18.40,20.60,21.55,38.90,56358.70,20.60,22410,10200,2152,3449086377.00,1099,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,52335,,BANKNIFTY,,2026-09-29,2026-09-29,57000.00,PE,BANKNIFTY26SEP57000PE,948.90,949.95,672.10,737.95,735.00,947.05,56358.70,737.95,699360,2280,22615,39211840311.00,16098,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69821,,BANKNIFTY,,2026-09-29,2026-09-29,57400.00,PE,BANKNIFTY26SEP57400PE,1127.35,1244.35,947.95,1020.35,1031.60,1229.00,56358.70,1020.35,143700,-3630,715,1253635570.50,546,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69916,,BANKNIFTY,,2026-09-29,2026-09-29,59300.00,PE,BANKNIFTY26SEP59300PE,0.00,0.00,0.00,1660.00,1660.00,1660.00,56358.70,2901.94,1590,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69945,,BANKNIFTY,,2026-09-29,2026-09-29,59500.00,PE,BANKNIFTY26SEP59500PE,2988.80,3100.00,2959.10,2978.20,2980.00,3191.55,56358.70,2978.20,33240,-510,38,71302293.00,23,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,70034,,BANKNIFTY,,2026-09-29,2026-09-29,61200.00,PE,BANKNIFTY26SEP61200PE,0.00,0.00,0.00,4076.75,0.00,4076.75,56358.70,4738.28,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,70090,,BANKNIFTY,,2026-09-29,2026-09-29,62600.00,PE,BANKNIFTY26SEP62600PE,0.00,0.00,0.00,5077.95,0.00,5077.95,56358.70,6130.41,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,70094,,BANKNIFTY,,2026-09-29,2026-09-29,62800.00,PE,BANKNIFTY26SEP62800PE,0.00,0.00,0.00,5228.65,0.00,5228.65,56358.70,6329.86,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,52405,,BANKNIFTY,,2026-09-29,2026-09-29,63000.00,PE,BANKNIFTY26SEP63000PE,6565.50,6565.50,6422.55,6465.00,6465.00,6617.75,56358.70,6465.00,53340,90,11,22925040.00,7,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,70108,,BANKNIFTY,,2026-09-29,2026-09-29,63600.00,PE,BANKNIFTY26SEP63600PE,0.00,0.00,0.00,5845.90,0.00,5845.90,56358.70,7128.05,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,70247,,BANKNIFTY,,2026-09-29,2026-09-29,65500.00,PE,BANKNIFTY26SEP65500PE,0.00,0.00,0.00,7415.10,0.00,7415.10,56358.70,9024.55,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49354,,BANKNIFTY,,2026-10-27,2026-10-27,51400.00,PE,BANKNIFTY26OCT51400PE,0.00,0.00,0.00,389.85,0.00,389.85,56358.70,92.50,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49362,,BANKNIFTY,,2026-10-27,2026-10-27,51700.00,PE,BANKNIFTY26OCT51700PE,0.00,0.00,0.00,435.80,0.00,435.80,56358.70,113.99,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49366,,BANKNIFTY,,2026-10-27,2026-10-27,51900.00,PE,BANKNIFTY26OCT51900PE,0.00,0.00,0.00,468.65,0.00,468.65,56358.70,130.48,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49390,,BANKNIFTY,,2026-10-27,2026-10-27,53100.00,PE,BANKNIFTY26OCT53100PE,0.00,0.00,0.00,706.45,0.00,706.45,56358.70,274.45,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49406,,BANKNIFTY,,2026-10-27,2026-10-27,53600.00,PE,BANKNIFTY26OCT53600PE,0.00,0.00,0.00,829.85,0.00,829.85,56358.70,362.36,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49424,,BANKNIFTY,,2026-10-27,2026-10-27,54400.00,PE,BANKNIFTY26OCT54400PE,287.15,293.00,223.05,231.35,233.90,315.25,56358.70,231.35,2340,870,145,237748738.50,74,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49447,,BANKNIFTY,,2026-10-27,2026-10-27,55200.00,PE,BANKNIFTY26OCT55200PE,452.65,452.65,352.25,364.55,369.15,475.55,56358.70,364.55,2490,120,111,185139004.50,82,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49580,,BANKNIFTY,,2026-10-27,2026-10-27,60300.00,PE,BANKNIFTY26OCT60300PE,0.00,0.00,0.00,3225.00,3225.00,3225.00,56358.70,3878.98,90,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49644,,BANKNIFTY,,2026-10-27,2026-10-27,62800.00,PE,BANKNIFTY26OCT62800PE,0.00,0.00,0.00,5814.90,0.00,5814.90,56358.70,6111.59,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49664,,BANKNIFTY,,2026-10-27,2026-10-27,63700.00,PE,BANKNIFTY26OCT63700PE,0.00,0.00,0.00,6548.35,0.00,6548.35,56358.70,6967.22,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62100,,BANKNIFTY,,2026-11-23,2026-11-23,53100.00,PE,BANKNIFTY26NOV53100PE,0.00,0.00,0.00,507.60,0.00,507.60,56358.70,500.33,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62142,,BANKNIFTY,,2026-11-23,2026-11-23,54300.00,PE,BANKNIFTY26NOV54300PE,0.00,0.00,0.00,763.95,0.00,763.95,56358.70,796.95,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62144,,BANKNIFTY,,2026-11-23,2026-11-23,54400.00,PE,BANKNIFTY26NOV54400PE,0.00,0.00,0.00,791.00,0.00,791.00,56358.70,826.43,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62150,,BANKNIFTY,,2026-11-23,2026-11-23,54700.00,PE,BANKNIFTY26NOV54700PE,0.00,0.00,0.00,868.90,0.00,868.90,56358.70,919.45,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62204,,BANKNIFTY,,2026-11-23,2026-11-23,56800.00,PE,BANKNIFTY26NOV56800PE,0.00,0.00,0.00,1572.75,0.00,1572.75,56358.70,1773.62,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62218,,BANKNIFTY,,2026-11-23,2026-11-23,57500.00,PE,BANKNIFTY26NOV57500PE,1416.00,1416.00,1250.00,1250.00,1250.00,1436.35,56358.70,2139.20,1920,150,9,15894781.50,5,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62249,,BANKNIFTY,,2026-11-23,2026-11-23,58100.00,PE,BANKNIFTY26NOV58100PE,0.00,0.00,0.00,2156.60,0.00,2156.60,56358.70,2484.46,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62272,,BANKNIFTY,,2026-11-23,2026-11-23,58800.00,PE,BANKNIFTY26NOV58800PE,0.00,0.00,0.00,2518.35,0.00,2518.35,56358.70,2922.79,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62286,,BANKNIFTY,,2026-11-23,2026-11-23,59300.00,PE,BANKNIFTY26NOV59300PE,0.00,0.00,0.00,2796.65,0.00,2796.65,56358.70,3258.15,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62292,,BANKNIFTY,,2026-11-23,2026-11-23,59500.00,PE,BANKNIFTY26NOV59500PE,2564.00,2659.00,2564.00,2659.00,2659.00,2912.55,56358.70,3397.23,0,0,2,3726690.00,2,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62415,,BANKNIFTY,,2026-11-23,2026-11-23,61700.00,PE,BANKNIFTY26NOV61700PE,0.00,0.00,0.00,4348.55,0.00,4348.55,56358.70,5091.47,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62524,,BANKNIFTY,,2026-11-23,2026-11-23,63000.00,PE,BANKNIFTY26NOV63000PE,0.00,0.00,0.00,5322.50,0.00,5322.50,56358.70,6205.44,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,70078,,BANKNIFTY,,2026-09-29,2026-09-29,62100.00,CE,BANKNIFTY26SEP62100CE,5.00,5.00,4.00,4.00,4.00,1102.75,56358.70,1.57,30,30,2,3726270.00,2,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,70016,,BANKNIFTY,,2026-09-29,2026-09-29,60300.00,PE,BANKNIFTY26SEP60300PE,0.00,0.00,0.00,3489.75,0.00,3489.75,56358.70,3854.18,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,52298,,BANKNIFTY,,2026-09-29,2026-09-29,55500.00,PE,BANKNIFTY26SEP55500PE,242.80,250.40,138.45,154.15,155.00,261.15,56358.70,154.15,583350,142560,51381,85853673220.50,32741,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62289,,BANKNIFTY,,2026-11-23,2026-11-23,59400.00,CE,BANKNIFTY26NOV59400CE,0.00,0.00,0.00,1850.90,0.00,1850.90,56358.70,961.00,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62231,,BANKNIFTY,,2026-11-23,2026-11-23,57800.00,CE,BANKNIFTY26NOV57800CE,797.20,797.20,797.20,797.20,797.20,974.25,56358.70,1523.71,300,0,1,1757916.00,1,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62217,,BANKNIFTY,,2026-11-23,2026-11-23,57500.00,CE,BANKNIFTY26NOV57500CE,958.00,983.05,891.15,939.00,939.00,899.90,56358.70,939.00,4680,270,79,138465310.50,34,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62187,,BANKNIFTY,,2026-11-23,2026-11-23,56200.00,CE,BANKNIFTY26NOV56200CE,0.00,0.00,0.00,1630.00,1630.00,1630.00,56358.70,2289.72,210,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62161,,BANKNIFTY,,2026-11-23,2026-11-23,55300.00,CE,BANKNIFTY26NOV55300CE,0.00,0.00,0.00,4075.05,0.00,4075.05,56358.70,2813.76,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62137,,BANKNIFTY,,2026-11-23,2026-11-23,54100.00,CE,BANKNIFTY26NOV54100CE,0.00,0.00,0.00,4933.65,0.00,4933.65,56358.70,3616.03,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62073,,BANKNIFTY,,2026-11-23,2026-11-23,51800.00,CE,BANKNIFTY26NOV51800CE,0.00,0.00,0.00,6793.10,0.00,6793.10,56358.70,5428.52,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49661,,BANKNIFTY,,2026-10-27,2026-10-27,63600.00,CE,BANKNIFTY26OCT63600CE,0.00,0.00,0.00,576.20,0.00,576.20,56358.70,58.05,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49653,,BANKNIFTY,,2026-10-27,2026-10-27,63300.00,CE,BANKNIFTY26OCT63300CE,0.00,0.00,0.00,624.90,0.00,624.90,56358.70,69.46,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62358,,BANKNIFTY,,2026-11-23,2026-11-23,61500.00,CE,BANKNIFTY26NOV61500CE,0.00,0.00,0.00,1134.30,0.00,1134.30,56358.70,484.10,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62422,,BANKNIFTY,,2026-11-23,2026-11-23,61900.00,CE,BANKNIFTY26NOV61900CE,0.00,0.00,0.00,1026.45,0.00,1026.45,56358.70,420.29,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62679,,BANKNIFTY,,2026-11-23,2026-11-23,65000.00,CE,BANKNIFTY26NOV65000CE,0.00,0.00,0.00,442.05,0.00,442.05,56358.70,125.41,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,53244,,BANKNIFTY,,2026-12-29,2026-12-29,61500.00,CE,BANKNIFTY26DEC61500CE,267.40,269.90,205.05,251.35,254.45,267.40,56358.70,251.35,32160,5190,274,507618124.50,77,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,76386,,BANKNIFTY,,2027-03-30,2027-03-30,48000.00,CE,BANKNIFTY27MAR48000CE,0.00,0.00,0.00,7195.75,0.00,7195.75,56358.70,10230.49,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,70794,,BANKNIFTY,,2027-06-29,2027-06-29,58500.00,CE,BANKNIFTY27JUN58500CE,0.00,0.00,0.00,6124.45,0.00,6124.45,56358.70,4209.25,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62347,,BANKNIFTY,,2026-11-23,2026-11-23,61300.00,PE,BANKNIFTY26NOV61300PE,0.00,0.00,0.00,4066.60,0.00,4066.60,56358.70,4763.64,0,0,0,0.00,0,F1,30,,,,,
